,res,start,end
hossain,59,1950,2008
hostal,59,1950,2008
hostas,59,1950,2008
houches,59,1950,2008
houseplant,59,1950,2008
houthakker,59,1950,2008
howieson,59,1950,2008
hscp,59,1950,2008
hsinchu,59,1950,2008
htp,59,1950,2008
hudon,59,1950,2008
hukam,59,1950,2008
husri,59,1950,2008
hvl,59,1950,2008
hyperchloremic,59,1950,2008
hypermetabolic,59,1950,2008
hyperventilating,59,1950,2008
hypoallergenic,59,1950,2008
hypogonadotropic,59,1950,2008
hypopigmentation,59,1950,2008
hypothalamicpituitary,59,1950,2008
hypothalamo,59,1950,2008
iatse,59,1950,2008
ibf,59,1950,2008
idel,59,1950,2008
idemitsu,59,1950,2008
idiolect,59,1950,2008
ignimbrites,59,1950,2008
igy,59,1950,2008
ikeja,59,1950,2008
ikram,59,1950,2008
illich,59,1950,2008
imambara,59,1950,2008
imperialismo,59,1950,2008
inessa,59,1950,2008
influentials,59,1950,2008
informationally,59,1950,2008
informativo,59,1950,2008
ingbar,59,1950,2008
integrationists,59,1950,2008
intemally,59,1950,2008
interarticularis,59,1950,2008
intercuspal,59,1950,2008
interferential,59,1950,2008
intersymbol,59,1950,2008
intertrial,59,1950,2008
investissement,59,1950,2008
ipg,59,1950,2008
ipu,59,1950,2008
ironized,59,1950,2008
isacson,59,1950,2008
isoflavone,59,1950,2008
isoflavones,59,1950,2008
iub,59,1950,2008
iznik,59,1950,2008
jabarti,59,1950,2008
jablonsky,59,1950,2008
jaf,59,1950,2008
jairam,59,1950,2008
jaiswal,59,1950,2008
jalore,59,1950,2008
janki,59,1950,2008
jasim,59,1950,2008
jayaratne,59,1950,2008
jayasuriya,59,1950,2008
jayewardene,59,1950,2008
jhunjhunu,59,1950,2008
jic,59,1950,2008
jicama,59,1950,2008
jma,59,1950,2008
jogiches,59,1950,2008
jogis,59,1950,2008
johannessen,59,1950,2008
jokinen,59,1950,2008
jpe,59,1950,2008
jsm,59,1950,2008
juca,59,1950,2008
jwb,59,1950,2008
já,59,1950,2008
kabah,59,1950,2008
kachhi,59,1950,2008
kagame,59,1950,2008
kainga,59,1950,2008
kairon,59,1950,2008
kakutani,59,1950,2008
kalambo,59,1950,2008
kalil,59,1950,2008
kalimantan,59,1950,2008
kallistos,59,1950,2008
kamataka,59,1950,2008
kansuru,59,1950,2008
karakia,59,1950,2008
karhunen,59,1950,2008
karlsen,59,1950,2008
karnovsky,59,1950,2008
kartini,59,1950,2008
kassak,59,1950,2008
kassebaum,59,1950,2008
katoh,59,1950,2008
kayasths,59,1950,2008
kct,59,1950,2008
kessner,59,1950,2008
keuneman,59,1950,2008
keyhoe,59,1950,2008
khalili,59,1950,2008
khandelwal,59,1950,2008
khepera,59,1950,2008
kingsnorth,59,1950,2008
kirstie,59,1950,2008
kjeldsen,59,1950,2008
kjv,59,1950,2008
klausmeier,59,1950,2008
klehr,59,1950,2008
kluwer,59,1950,2008
knierim,59,1950,2008
koenker,59,1950,2008
koirala,59,1950,2008
koje,59,1950,2008
komaroff,59,1950,2008
kommune,59,1950,2008
komunist,59,1950,2008
konso,59,1950,2008
koponen,59,1950,2008
koretz,59,1950,2008
kosinski,59,1950,2008
koslow,59,1950,2008
koslowski,59,1950,2008
kotelawala,59,1950,2008
kowalska,59,1950,2008
kpp,59,1950,2008
kpss,59,1950,2008
kracht,59,1950,2008
krishn,59,1950,2008
kristoffersen,59,1950,2008
kroef,59,1950,2008
kruk,59,1950,2008
krupnik,59,1950,2008
kruskal,59,1950,2008
kulchur,59,1950,2008
kulick,59,1950,2008
kulli,59,1950,2008
kunduz,59,1950,2008
kunt,59,1950,2008
kuron,59,1950,2008
kusuma,59,1950,2008
kuwaitis,59,1950,2008
kwangju,59,1950,2008
kyonggi,59,1950,2008
kyr,59,1950,2008
labastida,59,1950,2008
labib,59,1950,2008
lampsilis,59,1950,2008
lapsarian,59,1950,2008
latu,59,1950,2008
laurasia,59,1950,2008
laurendeau,59,1950,2008
lechwe,59,1950,2008
lederhosen,59,1950,2008
lehrstuhl,59,1950,2008
leptons,59,1950,2008
letztlich,59,1950,2008
lfc,59,1950,2008
likoma,59,1950,2008
lindenberger,59,1950,2008
lindzey,59,1950,2008
lingeman,59,1950,2008
liquidationism,59,1950,2008
listeriosis,59,1950,2008
litwack,59,1950,2008
liverpudlian,59,1950,2008
livie,59,1950,2008
livneh,59,1950,2008
lmi,59,1950,2008
lmr,59,1950,2008
lna,59,1950,2008
lndianapolis,59,1950,2008
lnstitutes,59,1950,2008
lntegrated,59,1950,2008
lntellectual,59,1950,2008
localités,59,1950,2008
lockbox,59,1950,2008
lodha,59,1950,2008
lohars,59,1950,2008
lomo,59,1950,2008
londa,59,1950,2008
longship,59,1950,2008
lorentzian,59,1950,2008
lovaas,59,1950,2008
lovaniensia,59,1950,2008
lrrigation,59,1950,2008
lsolation,59,1950,2008
ltpd,59,1950,2008
ltrs,59,1950,2008
lukiiko,59,1950,2008
luns,59,1950,2008
luvale,59,1950,2008
lvf,59,1950,2008
lwf,59,1950,2008
lymon,59,1950,2008
lymphoreticular,59,1950,2008
lynott,59,1950,2008
mabo,59,1950,2008
macgahan,59,1950,2008
machiko,59,1950,2008
machito,59,1950,2008
macko,59,1950,2008
macri,59,1950,2008
macrobrachium,59,1950,2008
macromol,59,1950,2008
macroseismic,59,1950,2008
macrostructural,59,1950,2008
madey,59,1950,2008
maestà,59,1950,2008
magars,59,1950,2008
maglie,59,1950,2008
mahalla,59,1950,2008
mahindra,59,1950,2008
maintainability,59,1950,2008
maiti,59,1950,2008
majno,59,1950,2008
makdisi,59,1950,2008
makedonija,59,1950,2008
makhachkala,59,1950,2008
makri,59,1950,2008
malappuram,59,1950,2008
mallaby,59,1950,2008
maloof,59,1950,2008
maltzman,59,1950,2008
manali,59,1950,2008
mandap,59,1950,2008
mandela,59,1950,2008
manfredo,59,1950,2008
manjushri,59,1950,2008
manusia,59,1950,2008
maraini,59,1950,2008
maram,59,1950,2008
maraton,59,1950,2008
marcucci,59,1950,2008
marhatta,59,1950,2008
maribel,59,1950,2008
markovian,59,1950,2008
marlett,59,1950,2008
matheron,59,1950,2008
mathys,59,1950,2008
matloff,59,1950,2008
maximality,59,1950,2008
mayeux,59,1950,2008
mazure,59,1950,2008
mbeya,59,1950,2008
mbp,59,1950,2008
mckeachie,59,1950,2008
mckeithen,59,1950,2008
mcmenamin,59,1950,2008
mechanochemical,59,1950,2008
mediumhigh,59,1950,2008
meena,59,1950,2008
megaterium,59,1950,2008
mehrotra,59,1950,2008
mekhanika,59,1950,2008
mekhilta,59,1950,2008
melaka,59,1950,2008
melancton,59,1950,2008
melchiori,59,1950,2008
melikian,59,1950,2008
meloidogyne,59,1950,2008
meppel,59,1950,2008
merkaz,59,1950,2008
mermelstein,59,1950,2008
mervis,59,1950,2008
mesosphere,59,1950,2008
messico,59,1950,2008
mestres,59,1950,2008
mfo,59,1950,2008
mfs,59,1950,2008
microcells,59,1950,2008
microfibril,59,1950,2008
micrometeorological,59,1950,2008
microsomal,59,1950,2008
midflight,59,1950,2008
midsixties,59,1950,2008
mikal,59,1950,2008
minoso,59,1950,2008
mirounga,59,1950,2008
misattribution,59,1950,2008
mitgliedstaaten,59,1950,2008
mitochondrion,59,1950,2008
mlj,59,1950,2008
moellering,59,1950,2008
moghadam,59,1950,2008
moleculaire,59,1950,2008
monacan,59,1950,2008
monoarticular,59,1950,2008
monogastric,59,1950,2008
montalva,59,1950,2008
montriveau,26,1950,1975
moortgat,59,1950,2008
morenz,59,1950,2008
morishima,59,1950,2008
morlet,59,1950,2008
morphew,59,1950,2008
moskve,59,1950,2008
mossad,59,1950,2008
mossambica,59,1950,2008
mottel,59,1950,2008
motulsky,59,1950,2008
mpondo,59,1950,2008
mpwapwa,59,1950,2008
msr,59,1950,2008
mtwara,59,1950,2008
muawiya,59,1950,2008
mucoepidermoid,59,1950,2008
mufid,59,1950,2008
mufson,59,1950,2008
muhoz,59,1950,2008
muhtasib,59,1950,2008
mujumdar,59,1950,2008
multicell,59,1950,2008
multilane,59,1950,2008
multisource,59,1950,2008
municipalité,59,1950,2008
muoi,59,1950,2008
muran,59,1950,2008
murawski,59,1950,2008
mushir,59,1950,2008
mutagenicity,59,1950,2008
myong,59,1950,2008
mythography,59,1950,2008
mythologization,59,1950,2008
nabrit,59,1950,2008
nabulsi,59,1950,2008
naciketas,59,1950,2008
nagapattinam,59,1950,2008
nagarjunakonda,59,1950,2008
nagib,59,1950,2008
nanhai,59,1950,2008
narnia,59,1950,2008
narodnaia,59,1950,2008
narodowy,59,1950,2008
naslund,59,1950,2008
natsir,59,1950,2008
nbi,59,1950,2008
nbl,59,1950,2008
nbp,59,1950,2008
nbr,59,1950,2008
nchanga,59,1950,2008
neera,59,1950,2008
nehls,59,1950,2008
neocortical,59,1950,2008
neoliberal,59,1950,2008
nephroblastoma,59,1950,2008
neurobiology,59,1950,2008
neuroradiology,59,1950,2008
newco,59,1950,2008
newsmakers,59,1950,2008
ngwato,59,1950,2008
ninewells,59,1950,2008
ninjo,59,1950,2008
nisar,59,1950,2008
nister,59,1950,2008
njord,59,1950,2008
nmn,59,1950,2008
nnp,59,1950,2008
nonalignment,59,1950,2008
nonbanks,59,1950,2008
nonbonding,59,1950,2008
nonconceptual,59,1950,2008
nonconsumptive,59,1950,2008
nondeterministic,59,1950,2008
nonemployee,59,1950,2008
nonhospital,59,1950,2008
nonvisualization,59,1950,2008
npp,59,1950,2008
nsukka,59,1950,2008
numinosity,59,1950,2008
nuristan,59,1950,2008
nydegger,59,1950,2008
nyugat,59,1950,2008
não,59,1950,2008
négociation,59,1950,2008
objectness,59,1950,2008
obong,59,1950,2008
obr,59,1950,2008
oceanfront,59,1950,2008
ofboth,59,1950,2008
oghuz,59,1950,2008
ogl,59,1950,2008
ogs,59,1950,2008
okafor,59,1950,2008
okin,59,1950,2008
okita,59,1950,2008
olduvai,59,1950,2008
olenska,59,1950,2008
oliner,59,1950,2008
oliverio,59,1950,2008
olowo,59,1950,2008
olver,59,1950,2008
olynthos,59,1950,2008
omanis,59,1950,2008
oncologists,59,1950,2008
openloop,59,1950,2008
ophiolitic,59,1950,2008
optimising,59,1950,2008
orit,59,1950,2008
osan,59,1950,2008
oshinsky,59,1950,2008
osterbrock,59,1950,2008
ostow,59,1950,2008
osw,59,1950,2008
ottomanism,59,1950,2008
ouagadougou,59,1950,2008
overcommitment,59,1950,2008
overing,59,1950,2008
overpotentials,59,1950,2008
overreporting,59,1950,2008
oversampled,59,1950,2008
overweg,59,1950,2008
oxytetracycline,59,1950,2008
pacino,59,1950,2008
palauan,59,1950,2008
palauans,59,1950,2008
pama,59,1950,2008
panchmahals,59,1950,2008
paninian,59,1950,2008
pantja,59,1950,2008
paperboy,59,1950,2008
paraoxon,59,1950,2008
parapsychologist,59,1950,2008
parenting,59,1950,2008
parfaict,59,1950,2008
parseval,59,1950,2008
pavitt,59,1950,2008
pdq,59,1950,2008
pelas,59,1950,2008
pelites,59,1950,2008
pemuda,59,1950,2008
penting,59,1950,2008
peramuna,59,1950,2008
perdikkas,59,1950,2008
peress,59,1950,2008
pericopae,59,1950,2008
pericyte,59,1950,2008
perignon,59,1950,2008
persano,59,1950,2008
persen,59,1950,2008
perturbative,59,1950,2008
pesto,59,1950,2008
petrofina,59,1950,2008
phenergan,59,1950,2008
pheophytin,59,1950,2008
philipon,59,1950,2008
phosphatidylserine,59,1950,2008
phosphofructokinase,59,1950,2008
photoproduction,59,1950,2008
photoreactivation,59,1950,2008
phraya,59,1950,2008
phule,59,1950,2008
picante,59,1950,2008
pineiro,59,1950,2008
pingle,59,1950,2008
pingos,59,1950,2008
pingtung,59,1950,2008
pkp,59,1950,2008
plackett,59,1950,2008
plasmacytomas,59,1950,2008
playtex,59,1950,2008
plurilocular,57,1950,2006
pmv,59,1950,2008
pnnt,59,1950,2008
pogonomyrmex,59,1950,2008
polaron,59,1950,2008
polikarpov,59,1950,2008
pollis,59,1950,2008
polyanion,59,1950,2008
polyculture,59,1950,2008
polylysine,59,1950,2008
pompeu,59,1950,2008
popillius,59,1950,2008
positionings,59,1950,2008
positronium,59,1950,2008
possível,59,1950,2008
postanesthesia,59,1950,2008
postdivorce,59,1950,2008
postgastrectomy,59,1950,2008
postindustrial,59,1950,2008
postmastectomy,59,1950,2008
postnecrotic,59,1950,2008
postphlebitic,59,1950,2008
prais,59,1950,2008
prajnd,59,1950,2008
prawo,59,1950,2008
prazo,59,1950,2008
precommitment,59,1950,2008
preconceptual,59,1950,2008
predorsal,59,1950,2008
predrilled,59,1950,2008
preinvasive,59,1950,2008
premissis,59,1950,2008
preoperational,59,1950,2008
preprocessed,59,1950,2008
preschoolers,59,1950,2008
preservationists,59,1950,2008
prestate,59,1950,2008
presthus,59,1950,2008
pretax,59,1950,2008
priego,59,1950,2008
primaquine,59,1950,2008
probands,59,1950,2008
procesu,59,1950,2008
projekte,59,1950,2008
prometaphase,59,1950,2008
promethazine,59,1950,2008
pronuclear,59,1950,2008
prorationing,59,1950,2008
prosopography,59,1950,2008
protogeometric,59,1950,2008
provasoli,59,1950,2008
provis,59,1950,2008
pseudocapsule,59,1950,2008
psyched,59,1950,2008
puluwat,59,1950,2008
pzpr,59,1950,2008
pág,59,1950,2008
qanats,59,1950,2008
qualquer,59,1950,2008
quase,59,1950,2008
questel,59,1950,2008
quie,59,1950,2008
raddatz,59,1950,2008
raffi,59,1950,2008
rafique,59,1950,2008
ragna,59,1950,2008
raimon,59,1950,2008
rajeshwar,59,1950,2008
rajni,59,1950,2008
rakjat,59,1950,2008
ramcharan,59,1950,2008
ramfjord,59,1950,2008
ramot,59,1950,2008
randi,59,1950,2008
ranuccio,59,1950,2008
rasbora,59,1950,2008
razzak,59,1950,2008
rbs,59,1950,2008
rcw,59,1950,2008
rde,59,1950,2008
realidade,59,1950,2008
reanalysed,59,1950,2008
rebar,59,1950,2008
rebounder,59,1950,2008
rechi,59,1950,2008
regitine,59,1950,2008
região,59,1950,2008
reichian,59,1950,2008
reichsstadt,59,1950,2008
releasees,59,1950,2008
resentencing,59,1950,2008
restructures,59,1950,2008
revco,59,1950,2008
rgr,59,1950,2008
rgs,59,1950,2008
