,res,start,end
y estre,119,1832,1950
zélés partisans,151,1800,1950
à estre,142,1809,1950
à guadalajara,73,1878,1950
à soy,137,1814,1950
âmes honnêtes,151,1800,1950
église officielle,106,1845,1950
éminemment propre,151,1800,1950
éprouvé depuis,151,1800,1950
était renfermé,151,1800,1950
évéque de,151,1800,1950
