,res,start,end
secondary haemorrhage,96,1855,1950
sensible degree,151,1800,1950
serous effusion,151,1800,1950
settled determination,151,1800,1950
several apartments,151,1800,1950
severe fit,151,1800,1950
shot distance,142,1809,1950
singular mode,151,1800,1950
sister chapters,73,1878,1950
son hath,151,1800,1950
speaker pro,72,1879,1950
speedily becomes,139,1812,1950
stab to,151,1800,1950
stairs instead,56,1895,1950
stoneman 's,90,1861,1950
such vehement,151,1800,1950
suppuration has,151,1800,1950
synovitis of,92,1859,1950
tbe most,151,1800,1950
temporal prince,151,1800,1950
tended greatly,151,1800,1950
tender points,106,1845,1950
tender recollections,151,1800,1950
tendo achillis,116,1835,1950
that confounds,112,1839,1950
that justifieth,151,1800,1950
that yon,151,1800,1950
the albuminoids,88,1863,1950
the behoof,150,1801,1950
the casuists,151,1800,1950
the cherusci,107,1844,1950
the chouans,151,1800,1950
the consistence,151,1800,1950
the cunene,67,1884,1950
the distending,132,1819,1950
the effusion,151,1800,1950
the eries,125,1826,1950
the erysipelas,144,1807,1950
the expectoration,151,1800,1950
the lordosis,70,1881,1950
the membrana,138,1813,1950
the sabres,151,1800,1950
the scrofulous,143,1808,1950
the seignior,78,1873,1950
the steamengine,146,1805,1950
the tocantins,106,1845,1950
theatrical exhibition,151,1800,1950
their ain,144,1807,1950
their narration,151,1800,1950
them afar,151,1800,1950
thiers 's,113,1838,1950
those brethren,147,1804,1950
those odious,151,1800,1950
those warlike,151,1800,1950
thy years,151,1800,1950
time patients,60,1891,1950
to buell,80,1871,1950
to rosecrans,71,1880,1950
to vespasian,151,1800,1950
to yon,151,1800,1950
torpidity of,151,1800,1950
towards mexico,127,1824,1950
translations on,75,1876,1950
triangle be,143,1808,1950
trifling loss,151,1800,1950
turbid by,151,1800,1950
undermentioned company,5,1946,1950
united powers,151,1800,1950
up serpents,144,1807,1950
upon tea,151,1800,1950
utmost indignation,151,1800,1950
valley medical,71,1880,1950
venire facias,151,1800,1950
very fatal,151,1800,1950
very importunate,151,1800,1950
vessel unto,151,1800,1950
vigorous preparations,151,1800,1950
vital actions,151,1800,1950
was endued,151,1800,1950
waving line,151,1800,1950
were heathens,151,1800,1950
west friesland,144,1807,1950
when yon,151,1800,1950
which overspread,151,1800,1950
which skirt,151,1800,1950
wise unto,151,1800,1950
with presentations,75,1876,1950
withdrew themselves,151,1800,1950
woman movement,86,1865,1950
worst result,124,1827,1950
wrong him,151,1800,1950
yeas to,109,1842,1950
you due,133,1818,1950
